title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
"Suppa Micro Pamchopp, Noppo no Gunie + Yui Nakamura + Hiroyuki Ura + Yuma Takeshita",2018-07-12,"Abstract,Avant-pop,Experimental,Improvised",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,order + donation + 500JPY
"Itsuro1×2_6 + Topology'S, Yuko Ando, Akira Naito, more",2018-07-12,"Avant garde,Experimental,Hip-Hop,Improvised,Rock",Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,,1000 yen + order
rural 2018 PRE-PARTY,2018-07-13,Festival,,,,,,,16000,
TAKE ON ME - 80s Music Night,2018-07-13,All Mix,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥1000 (includes 2 drinks)
"Come to my party, Anoice, Oversleep Excuse",2018-07-13,Indie,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500,2800
"Paranoid Void, 鏡花乱舞, Hi-Gi, DETOX, 乙",2018-07-13,"Garage Rock,Math-Rock",Yokohama B.B. Street,http://www.bbstreet.com,神奈川県横浜市中区真砂町3-33 セルテ12F,,Kannai,,"2,000 ","2,500"
"The Defector Frequency, Olèna, Haruko Tajima, SuperCream, Kankitsu Piitan",2018-07-13,"Alternative,Electronic",Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥2,000 + 1D","￥2,500 + 1D"
"NMASTRO, Otomo Yoshihide, DJ sniff, Kazuhisa Uchihashi, Junji Hirose, Doramiho, Keiji Haino",2018-07-13,"Free Jazz,Avant garde,Experimental,Improvised,Noise",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,"JPY 3,000","JPY 3,500"
"TEXACO LEATHERMAN, THE TITANS, THE GREAT MONGOOSE, THE FADEAWAYS, STOMPIN' RIFFRAFFS, CHICA VERDE",2018-07-13,Rock n Roll,UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,1500 + 1D,2000 + 1D
"Korekyojinn, UZU, Usiromaesakasazoku",2018-07-13,Progressive,Silver Elephant,http://www.silver-elephant.com,"2-10-6 B1, Kichijoji Honmachi",http://www.silver-elephant.com/data.html,Kichijoji,Kichijoji,"¥3,300 (+ order)","¥3,800 (+ order)"
"Dave Juteau Band, Jeremy, Instant Karma, Athousandknives, Koji Mike Klint, The Spilt Ink",2018-07-13,All Mix,NOB,http://nobparty.web.fc2.com,"Maruyamacho 1-3 BF, Shibuya-ku",,Shibuya,Shibuya,,"1,000YEN"
Ureluna & YERAM (Korea),2018-07-13,"Acoustic,Alternative,Electronic Rock,Shoegaze,World",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,¥1000 (1 drink付き),¥1000 (1 drink付き)
"KITSUNE FRIDAYS: DJ OSSHY, DJ MIMI, CALPIS, more",2018-07-13,"Dance,DJ",Kitsune,http://www.kitsune-web.jp,"Chatelet Shibuya B1F, 2-20-13 Higashi, Shibuya-ku",,Shibuya,Shibuya or Ebisu,,M ¥3500 | W ¥2500 (Show FB page and get a discount)
"YOUNG FOREVER, BRING ARROW, NOT IT? YEAH!, NASTIE",2018-07-13,"Hardcore,Punk",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"¥1,500 (no drink charge)","¥1,800 (no drink charge)"
rural 2018,2018-07-14,Festival,,,,,,,16000,
"Umibe no New Garilla, Fukamachikon, Ziro Tsuchiya × quietdive",2018-07-13,Alternative,Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",,1500 yen + drink order
"ラーメントリオ (Niran Dasika, Tokutaro Hosoi, Sol Dasika)",2018-07-14,"Free Jazz,Improvised",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"¥2,000 w/ 1 free drink"
"Natsuki Kido, Hitomi Nishiyama, Hiroshi Yoshino",2018-07-14,"Acoustic,Instrumental,Jazz",Cafe Beulmans ,http://cafebeulmans.com/,"2F 6-16-5 Seijo, Setagaya-ku, Tokyo",http://cafebeulmans.com/access,Seijogakuenmae,Seijogakuenmae,,"¥3,500 (+ 2 order)"
"Hiku, Null scheme, MYOOTS!, Holy Hum, Yukla Down, WeTT BlankeT MarkeTing, YURAGI LANDS",2018-07-14,"Post-Rock,Shoegaze",Hisomine,http://hisomine.com/,"Miyaharacho 2-7-12 1F, Saitama",http://hisomine.com/pages/access,Omiya,Miyahara,"2,500","3,000"
CHAI,2018-07-14,Pop,Club Quattro,http://www.club-quattro.com,"5F Parco Quattro, 32-13 Udagawa-cho",http://www.club-quattro.com/shibuya/access/,Shibuya,Shibuya,3300,
The Jack in the Box ,2018-07-14,"Pop,Rock n Roll","Love, Peace and Soul Live Cafe",http://www.lovepeaceandsoul.net,"Parfum Kyodo B1-C 1-5-6 Kyodo, Setagaya-ku, Tokyo",,Kyodo,Kyodo Station (Odakyu Line),,¥1500
"DISASTER, ARISE, CASHBAH, CODE RED, RIVERGE, SHELLSHOCK",2018-07-14,Metal,El Puente,https://www.facebook.com/pages/El-Puente/214096195273923,"B1 8-8 Nishihiranumacho, Nishi-ku, Yokohama",,Yokohama,Nishi-Yokohama,,2500 yen (+ 1d)
"KING BROTHERS, SCOOBIE DO, POLYSICS",2018-07-14,"Funk,Garage Rock,New Wave,Rock",WWW,http://www-shibuya.jp/index.html,東京都渋谷区宇田川町13-17 ライズビル地下,http://www-shibuya.jp/access/,Shibuya,Shibuya,4000,4500
VINYL HOUSE presents ハルタ祭り Halta & Haruta Festival,2018-07-14,All Mix,SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,¥1000 + (1 drink ¥500),¥1000 + (1 drink ¥500)
"HUH, Fallopian Disco Force, Omega f2;k, Evil Penguin, ebatee & KNAK28, Kei Kobayashi",2018-07-14,"Alternative,DJ,Experimental,Noise,Noise Rock",Forestlimit,http://forestlimit.com/fl/,"B1F Hatagaya KODA Bldg, 2-8-15 Hatagaya, Shibuyaku",,Hatagaya,Hatagaya,,1500
"UNSUSTAINABLE SOCIAL CONDITION, K2, T. MIKAWA, GOVERNMENT ALPHA, SCUM, LEECHER, DJ EVIL PENGUIN",2018-07-14,Noise,Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",,
"Guntar Grass, Masked Diode, Oyster9, Hariya + *BO)))B-O DUO",2018-07-14,"Experimental,Noise,Techno",Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",,2000 yen + drink
"SEA LEVEL, kasuppa, RIM, hanazono distance, rupurizu, Lo-shi",2018-07-21,"Indie,Mixed Genre,Post-Punk",Gok Sound,http://gok.jp/top.html,Kichijoji Honcho 1-33-10,http://www.gok.jp/map/,Kichijoji,Kichijoji,, ¥2000 (+ 1 drink)
"1000s of cats, MEKARE-KARE, Coffee Friend, Euphoria",2018-07-21,"Indie,Noise Rock,Punk",Studio Packs,http://www.studio-packs.jp/kitasenju/,"Sono Bldg 4F, Senju 3-33, Adachi-ku",,Kita-Senju,Kita Senju (北千住),,1000
"Falling Down, Perseverance, THRH, Lardass, Filthy Hate, Upset Behind, Murder Within Sin",2018-07-21,Hardcore,Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"2,000","2,300"
Reggae/Soul/Blues Shadows,2018-07-14,"Blues,Reggae,Rock,Soul","Love, Peace and Soul Live Cafe",http://www.lovepeaceandsoul.net,"Parfum Kyodo B1-C 1-5-6 Kyodo, Setagaya-ku, Tokyo",,Kyodo,Kyodo Station (Odakyu Line),￥1500 + 1 Drink,￥1500 + 1 Drink
"HANK WOOD AND THE HAMMERHEADS (NY), MELT-BANANA, G.A.T.E.S, FEROCIOUS X, MY SOCIETY PISSED, more",2018-07-21,"Garage Rock,Noise Rock,Punk",Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",2900,3600
"Junji Hirose, Toshimaru Nakamura, Darren Moore",2018-07-14,"Free Jazz,Improvised",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"¥2,000 w/ 1 free drink"
"annie the clumsy, gutevolk, karenin",2018-07-14,"Acoustic,Folk,Indie,Indie-Pop",,,,,,,,Free (donations)
"OGRE YOU ASSHOLE, Tempalay",2018-07-14,Indie-Rock,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3500,
Bar Isshee presents EXTREME NIGHT RETURNS,2018-07-21,"Experimental,Improvised,Jazz,Other",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,3000,3500
"Natsuki Kido, Shikou Ito",2018-07-21,"Instrumental,Jazz",plus eleven,https://www.pluseleven-ageo.com/,"1-2-15, Nakacho, Ageo-shi, Saitama",https://www.pluseleven-ageo.com/map,Ageo,Ageo,,"¥3,000 (+ order)"
CORVEC (France) X House Violence (Japan),2018-07-21,"Downtempo,Electronic,House,Minimal",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,¥1000 (1 drink付き),¥1000 (1 drink付き)
"GROUNDCOVER., GREEN MILK from the PLANET ORANGE",2018-07-21,"Alternative,Experimental,Metal,Progressive,Punk",20000 Den-atsu (二万電圧),http://www.den-atsu.com/,"L-GRAZIA B1, 1-7-23 Koenji Minami, Suginami-ku",http://den-atsu.com/?page_id=17,Higashi-Koenji,Higashi-Koenji,2000,2500
"Nobunaga Ken, Naoto Yamagishi",2018-07-21,"Avant garde,Experimental,Improvised,Art",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"¥2,000 w/ 1 free drink"
"Pile-Up: Naoyasu Takahashi, Fumito Sugo, 1∞take",2018-07-21,"Avant garde,Experimental,Improvised,Synth-pop",Flying Teapot,http://flyingteapot1997.wixsite.com/ekoda-flying-teapot,"Enomoto Bldg B1F, 27-7 Sakae-cho, Nerima-ku",,Ekoda,Ekoda,,1500yen (+ 1d)
"Niran Dasika (tp), Toku Hosoi (gt), Taeko Kurita (pf), Akira Sotoyama (ds)",2018-07-21,"Acoustic,Free Jazz,Jazz",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,20:00
"TibetanSky, Summer Olympics, Borderline Case, Mauerfall, Perfect Ignore",2018-07-22,Post-Rock,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,1800¥ + one drink,2000¥ + one drink
"Umino Shigeyuki (projected image), Kawamura Yusuke (sound), YuKimura (dance)",2018-07-22,"Art,Dance,Film,Improvised,Performance",Atelier Q (Atelier Dai Q Geijutsu),https://www.seijoatelierq.com/,"2-38-16 Seijo, Setagaya-ku, Tokyo",https://goo.gl/maps/k7eDgi1A6hJ2,Seijogakuenmae,Seijogakuenmae (Odakyu Line),,
"Tape Waves (US), TAWINGS, Gateballers, CHIIO, urigagarn",2018-07-22,Indie,Basement Bar,http://www.toos.co.jp,"5-18-1-B1F, Daizawa, Setagaya-ku",,Shimokitazawa,Shimokitazawa,3000,3500
"Stompin' Riffraffs, Rock Juice, BOBBY'S BAR, OFFICE VOIDS, a sox",2018-07-22,"Garage Rock,Hardcore,Pop-punk,Punk",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"¥2,000","¥2,300"
rural 2018,2018-07-15,Festival,,,,,,,16000,
"Jun Numata + Toshimaru Nakamura, Kazuo Imai",2018-07-15,"Abstract,Avant garde,Experimental,Free Jazz,Noise",Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome","JPY 2,700","JPY 2,700"
"FRET LAND (Yoshihiro Arita, Natsuki Kido, Shunji Takenaka)",2018-07-15,"Acoustic,Blues,Instrumental,Jazz",Cafe Beulmans ,http://cafebeulmans.com/,"2F 6-16-5 Seijo, Setagaya-ku, Tokyo",http://cafebeulmans.com/access,Seijogakuenmae,Seijogakuenmae,,"¥3,500 (+ 2 order)"
"DON KARNAGE, Limited Express (has gone?), VOGOS, FIXED, YALLA, LOW VISION, DAIEI SPRAY",2018-07-15,"Hardcore,Noise Rock,Punk",Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,2000,2500
"Ratos De Porao (from Brazil), Neuroticos, Butcher ABC, Saigan Terror, Barbatos",2018-07-15,"Death Metal,Hardcore,Metal,Punk",Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",5500,6500
"John Flyr, Farmers' Market Ave., Parallel Lives, Mini Miracles, Nadoka.",2018-07-15,Mixed Genre,Papera,http://currypapera.moo.jp/papelive/forfm.html,"Shinjuku Seven Building, 2-8-1 Shinjuku-ku",http://currypapera.moo.jp/access.html,Shinjuku Gyoenmae,Shinjuku Gyoenmae (Marunouchi line),,Free
"UNSUSTAINABLE SOCIAL CONDITION + NAPALM DEATH IS DEAD, BLACKPHONE666, KAZUMA KUBOTA, LIKE WEEDS...",2018-07-15,Noise,Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",,
"Koji Kawashima, Arry Nakamura, keishi Kirimurra, Taiga Yamazaki",2018-07-15,Acoustic,Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",,2000 yen + drink
"Altered States, Akira Sakata, Kazutoki Umezu, Jin Harada",2018-07-15,"Alternative,Avant garde,Experimental,Free Jazz,Improvised",Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome","JPY 3,240","JPY 3,240"
Tuxedo (DJ Set),2018-07-15,"All Mix,Dance,DJ,Funk",Sound Museum Vision,http://www.vision-tokyo.com,"Shintaiso Bldg B1F, 2-10-7 Dogenzaka, Shibuya-ku",http://www.vision-tokyo.com/access,Shibuya,Shibuya,3500,4000
"Natsuki Kido, Shunji Takenaka, Yuzo Oka, Eiji Tanaka",2018-07-22,All Mix,Back In Time,http://www.bqrecords.net/backintime.htm,"8-16-4, Minamikoiwa, Edogawa-ku, Tokyo",,Koiwa,Koiwa,"¥3,000 (+ order)","¥3,500 (+ order)"
"Hedoromeruhen, MAKOTO SAKAMOTO, M.N.S.K., Concierto de la Familia + Shizuo Uchida, HUH",2018-07-22,"Ambient,Avant garde,Electronic,Experimental,Improvised",Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",,"¥1,500"
"COMMUNiCATES, TOXIC CONTROL, DE-CULTURES, VESPERA, NK6",2018-07-22,"Hardcore,Punk,Rock",What's Up,http://uguisudani-whatsup.com,"Negishi 1-7-11, Taito-ku, Tokyo",https://goo.gl/MPh18z,Uguisudani,Uguisudani,,1500
Computer Magic,2018-07-22,"Electronic,Synth-pop",Circus Tokyo,http://circus-tokyo.jp/,3-26-16 Shibuya,http://circus-tokyo.jp/access/,Shibuya,Shibuya,5400,
"Joshua Weitzel, Tetuzi Akiyama",2018-07-22,"Improvised,Experimental,Avant garde,Art",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"¥2,000 w/ 1 free drink"
"Koki Matsui (sax), Ryuichi Ishikaka (bass), Sota Kira (ds)",2018-07-22,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Tip (for musicians 1000~), drink order, bar charge (800)"
Transparentz,2018-07-22,Noise,Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2000,2500
"sundelay, emulsion, dewey, W/N, STOi",2018-07-23,"Alternative,Electro,Electronic Rock,Noise",Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥2,000 + 1D","￥2,500 + 1D"
Denki Groove,2018-07-23,"Electro,Shibuya-kei,Synth-pop,Techno",Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,6000,
Keiji Haino,2018-07-23,Experimental,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,4300,4800
"session de fulldesign: Mandog, Yoichiro Kita, Yusuke Nishimura, Masataka Fujikake",2018-07-23,Psychedelic,Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,"2,500yen","2,800yen"
midnight pendulum vol. 17: YOSHIMOTO Yumiko (guitar) solo improvisation ,2018-07-15,"Avant garde,Experimental,Improvised,Psychedelic",Kissa Sakaiki,http://sakaiki.modalbeats.com/,"Shinjuku-ku ,Daikyo-cho, 2-4 Yotsuya 3-chome, 1F",,Yotsuya Sanchome,Yotsuya-Sanchome,,"2,000 yen (incls. 1 drink)"
rural 2018,2018-07-16,Festival,,,,,,,16000,
"mn (Jun Numata + T.Mikawa), Koichi Makigami",2018-07-16,"Experimental,Improvised,Noise",Knuttel House,http://www.knuttelhouse.com/,"4-1-8 Matsugaya, Taito-ku, Tokyo",,Iriya,"Iriya, Uguisudani, Asakusa, Tawaramachi","JPY 2,000","JPY 2,000"
"ARCANA (Youhei ""topo"" Yamashita, Natsuki Kido, Eri Uenoyama) + Akihisa Tsuboi",2018-07-16,"Instrumental,Latin",Cafe Beulmans ,http://cafebeulmans.com/,"2F 6-16-5 Seijo, Setagaya-ku, Tokyo",http://cafebeulmans.com/access,Seijogakuenmae,Seijogakuenmae,,"¥3,500 (+ order)"
"PUNSUHUH, Yuko Araki, extremeOBSN, △T△R△W, 100take, Evil Penguin, HAMADARAKA, hitch, Vita SimhaNada",2018-07-16,"Avant garde,DJ,Electronic,Experimental,Noise",Faith,http://faith2016.com,"Koenjiminami 4-2-10, Isawa Building",,Koenji,Koenji,,1000 yen (+ 1D)
Tuxedo,2018-07-16,"Dance,Funk,R n B",Billboard Live,http://www.billboard-live.com,Tokyo Midtown Garden Terrace 4F,http://www.billboard-live.com/access/t_index.html,Roppongi,"Roppongi, Nogizaka","Service 10800, Casual 9800",
Cut Copy (DJ Set),2018-07-16,"All Mix,DJ,Electro,House,Techno",Contact,http://www.contacttokyo.com/,"B2F 2-10-12 DOGENZAKA, SHIBUYA-KU",http://www.contacttokyo.com/access/,Shibuya,Shibuya,2500 / 2000 early bird,3000
"eastern youth, DMBQ",2018-07-16,"Emo,Indie-Rock,Psychedelic,Punk,Rock",Club Quattro,http://www.club-quattro.com,"5F Parco Quattro, 32-13 Udagawa-cho",http://www.club-quattro.com/shibuya/access/,Shibuya,Shibuya,3500,
Tuxedo,2018-07-17,"Dance,Funk,R n B",Billboard Live,http://www.billboard-live.com,Tokyo Midtown Garden Terrace 4F,http://www.billboard-live.com/access/t_index.html,Roppongi,"Roppongi, Nogizaka","Service 10800, Casual 9800",
"Izumi Yamada, Chizuko Kotani, Yuki Ginmimi, Towa Ginmimi, Margatica, Koen Morishita, Yu Sonoda, more",2018-07-17,"Avant garde,Dance,Experimental,Improvised,Performance",Rinky Dink Studio (Nishi-Ogikubo),http://www.rinky.info/studio/nishiogi/,"Suginami-ku, Nishiogi-Minami 3-17-2",,Nishi-Ogikubo,Nishi-Ogikubo,"2,000","2,000"
"Junichiro Ohkuchi (piano), Yasushi Yoneki (bass)",2018-07-23,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Tip (for musicians 1000~), drink order, bar charge (800)"
"Tropical Death, Zoobombs, Siraska, 中古UFO, 森田くみこ ",2018-07-24,Alternative,Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku",2500,3000
Computer Magic,2018-07-24,"Electronic,Synth-pop",WWW,http://www-shibuya.jp/index.html,東京都渋谷区宇田川町13-17 ライズビル地下,http://www-shibuya.jp/access/,Shibuya,Shibuya,5400,
"Natsuki Kido, Falcon",2018-07-24,"Acoustic,Instrumental,Jazz",Homeri,http://homeri.jimdo.com,"Bow2F, 25-33, Saneicho, Shinjuku-ku, Tokyo, Japan",,Yotsuya,"Yotsuya, Yotsuya-sanchome",,"¥2,500 (+ order)"
"Pinch of Snuff, CIRCLE JOINT, Ware-wo-Sutsuru, Renkon Rockers",2018-07-25,"Reggae,Rock",Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥2,500 + 1D","￥3,000 + 1D"
"FRET LAND (Yoshihiro Arita, Natsuki Kido, Shunji Takenaka)",2018-07-25,"Acoustic,Blues,Instrumental,Jazz",Bar WoodShop,http://barwoodshop.blog41.fc2.com/,"4-31 Yaezakicho, Hiratsuka-shi, Kanagawa",,Hiratsuka,Hiratsuka,,"¥3,000 (+ order)"
"Nicolas Field (ds), Akira Sakata (reeds)",2018-07-25,"Free Jazz,Improvised",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Tip (for musicians 1000~), drink order, bar charge (800)"
"Aki Suzuki, Natsuki Kido",2018-07-26,"Acoustic,Pop",Goodstock Tokyo,http://goodstock-tokyo.com/,"B1, 3-20-8, Kitasenzoku, Ota-ku, Tokyo",,Ookayama,Ōokayama,"¥3,500 (+ order)","¥4,000 (+ order)"
Jon Hopkins,2018-07-26,Electronic,WWW X,http://www-shibuya.jp/wwwx/,"2F Rise Bldg, 13-17 Udagawacho, Shibuya-ku",,Shibuya,Shibuya,5000,5500
"PENNY IKINGER BAND, HONNO MAJIKA NAHARU, simsim BBQ, SIXSICS",2018-07-26,Alternative,Club Doctor,http://www.clubdoctor.co.jp,"Kamiogi 1-16-10 B1, Suginami-ku",,Ogikubo,Ogikubo,2000yen + drink,2500yen + drink
"△T△R△W feat. nNNI, ASTRO x Praymate, Transkam, UNRUCH, Nilometer",2018-07-26,"Experimental,Noise,Mixed Genre",20000 Den-atsu (二万電圧),http://www.den-atsu.com/,"L-GRAZIA B1, 1-7-23 Koenji Minami, Suginami-ku",http://den-atsu.com/?page_id=17,Higashi-Koenji,Higashi-Koenji,1500,2000
"VM5, Violet Eva (Murasaki Baby Doll), Anano Woshiruko, Nakayubi, DJ Yamaguchi, MC Uemura",2018-07-26,"Dance,Electronic Rock,House,Rock n Roll",Club Malcolm,https://club-malcolm.com/,"30-5, Udagawa-chou, Shibuya-ku, Tokyo",https://goo.gl/maps/7kx4gKs1Gbx,Shibuya,shibuya,2000,2500
M★A★S★H,2018-07-17,Free Jazz,Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",,2000 yen + drink
"GRAVY TRAIN, Vanamomotic, Gaku, Cyan dwarf",2018-07-17,Alternative,Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥2,000 + 1D","￥2,500 + 1D"
"PYN (Yann Pitard, Mitsuru Nasuno, Tatsuya Yoshida)",2018-07-17,"Acoustic,Avant garde,Improvised",velvetsun,http://www.velvetsun.jp,"Sunrize Bldg 1F, 3-47-21 Ogikubo, Suginami-ku",http://www.velvetsun.jp/about/,Ogikubo,Ogikubo,,"¥2,500 (+ tax, order)"
nothing is real vol. 26: ヒグチケイコ (keiko higuchi),2018-07-17,Experimental,Kissa Sakaiki,http://sakaiki.modalbeats.com/,"Shinjuku-ku ,Daikyo-cho, 2-4 Yotsuya 3-chome, 1F",,Yotsuya Sanchome,Yotsuya-Sanchome,1500 yen + drink,1500 yen + drink
"Kaori Nishijima (pf), Hiroshi Yoshino (bass), Yoshinori Shiraishi (ds)",2018-07-17,"Jazz,Acoustic,Alternative",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Tip (for musicians 1000~), drink order, bar charge (800)"
PUFFY,2018-07-18,Pop,Billboard Live,http://www.billboard-live.com,Tokyo Midtown Garden Terrace 4F,http://www.billboard-live.com/access/t_index.html,Roppongi,"Roppongi, Nogizaka",Service 7500 / Casual 6500,
"cruyff in the bedroom, popoq, Sebastian Yellow Club Band, MYY.",2018-07-18,"Alternative,Shoegaze",Wild Side Tokyo,http://ws-tokyo.com/,"B1, 1-34-13 Shinjuku, Shinjuku-ku, Tokyo",,Shinjuku,"Shinjuku Gyoenmae, Shinjuku","￥2,500 + 1D","￥3,000 + 1D"
